,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,total_bill,tip,sex,smoker,day,time,size
488,0,3,male,30.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,,,,,,,
489,1,3,male,9.0,1,1,15.9,S,Third,child,False,,Southampton,yes,False,,,,,,,
490,0,3,male,,1,0,19.9667,S,Third,man,True,,Southampton,no,False,,,,,,,
491,0,3,male,21.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,,,,,,,
492,0,1,male,55.0,0,0,30.5,S,First,man,True,C,Southampton,no,True,,,,,,,
493,0,1,male,71.0,0,0,49.5042,C,First,man,True,,Cherbourg,no,True,,,,,,,
494,0,3,male,21.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,,,,,,,
495,0,3,male,,0,0,14.4583,C,Third,man,True,,Cherbourg,no,True,,,,,,,
496,1,1,female,54.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,,,,,,,
497,0,3,male,,0,0,15.1,S,Third,man,True,,Southampton,no,True,,,,,,,
498,0,1,female,25.0,1,2,151.55,S,First,woman,False,C,Southampton,no,False,,,,,,,
499,0,3,male,24.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,,,,,,,
500,0,3,male,17.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,,,,,,,
501,0,3,female,21.0,0,0,7.75,Q,Third,woman,False,,Queenstown,no,True,,,,,,,
502,0,3,female,,0,0,7.6292,Q,Third,woman,False,,Queenstown,no,True,,,,,,,
503,0,3,female,37.0,0,0,9.5875,S,Third,woman,False,,Southampton,no,True,,,,,,,
504,1,1,female,16.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,,,,,,,
505,0,1,male,18.0,1,0,108.9,C,First,man,True,C,Cherbourg,no,False,,,,,,,
506,1,2,female,33.0,0,2,26.0,S,Second,woman,False,,Southampton,yes,False,,,,,,,
507,1,1,male,,0,0,26.55,S,First,man,True,,Southampton,yes,True,,,,,,,
508,0,3,male,28.0,0,0,22.525,S,Third,man,True,,Southampton,no,True,,,,,,,
509,1,3,male,26.0,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,,,,,,,
510,1,3,male,29.0,0,0,7.75,Q,Third,man,True,,Queenstown,yes,True,,,,,,,
511,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,,,,,,,
512,1,1,male,36.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,,,,,,,
513,1,1,female,54.0,1,0,59.4,C,First,woman,False,,Cherbourg,yes,False,,,,,,,
514,0,3,male,24.0,0,0,7.4958,S,Third,man,True,,Southampton,no,True,,,,,,,
515,0,1,male,47.0,0,0,34.0208,S,First,man,True,D,Southampton,no,True,,,,,,,
516,1,2,female,34.0,0,0,10.5,S,Second,woman,False,F,Southampton,yes,True,,,,,,,
517,0,3,male,,0,0,24.15,Q,Third,man,True,,Queenstown,no,True,,,,,,,
518,1,2,female,36.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,,,,,,,
519,0,3,male,32.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,,,,,,,
520,1,1,female,30.0,0,0,93.5,S,First,woman,False,B,Southampton,yes,True,,,,,,,
521,0,3,male,22.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,,,,,,,
522,0,3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,,,,,,,
523,1,1,female,44.0,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,,,,,,,
524,0,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,,,,,,,
525,0,3,male,40.5,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,,,,,,,
526,1,2,female,50.0,0,0,10.5,S,Second,woman,False,,Southampton,yes,True,,,,,,,
527,0,1,male,,0,0,221.7792,S,First,man,True,C,Southampton,no,True,,,,,,,
528,0,3,male,39.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,,,,,,,
529,0,2,male,23.0,2,1,11.5,S,Second,man,True,,Southampton,no,False,,,,,,,
530,1,2,female,2.0,1,1,26.0,S,Second,child,False,,Southampton,yes,False,,,,,,,
531,0,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,,,,,,,
532,0,3,male,17.0,1,1,7.2292,C,Third,man,True,,Cherbourg,no,False,,,,,,,
533,1,3,female,,0,2,22.3583,C,Third,woman,False,,Cherbourg,yes,False,,,,,,,
534,0,3,female,30.0,0,0,8.6625,S,Third,woman,False,,Southampton,no,True,,,,,,,
535,1,2,female,7.0,0,2,26.25,S,Second,child,False,,Southampton,yes,False,,,,,,,
536,0,1,male,45.0,0,0,26.55,S,First,man,True,B,Southampton,no,True,,,,,,,
537,1,1,female,30.0,0,0,106.425,C,First,woman,False,,Cherbourg,yes,True,,,,,,,
538,0,3,male,,0,0,14.5,S,Third,man,True,,Southampton,no,True,,,,,,,
539,1,1,female,22.0,0,2,49.5,C,First,woman,False,B,Cherbourg,yes,False,,,,,,,
540,1,1,female,36.0,0,2,71.0,S,First,woman,False,B,Southampton,yes,False,,,,,,,
541,0,3,female,9.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,,,,,,,
542,0,3,female,11.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,,,,,,,
543,1,2,male,32.0,1,0,26.0,S,Second,man,True,,Southampton,yes,False,,,,,,,
544,0,1,male,50.0,1,0,106.425,C,First,man,True,C,Cherbourg,no,False,,,,,,,
545,0,1,male,64.0,0,0,26.0,S,First,man,True,,Southampton,no,True,,,,,,,
546,1,2,female,19.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,,,,,,,
547,1,2,male,,0,0,13.8625,C,Second,man,True,,Cherbourg,yes,True,,,,,,,
548,0,3,male,33.0,1,1,20.525,S,Third,man,True,,Southampton,no,False,,,,,,,
549,1,2,male,8.0,1,1,36.75,S,Second,child,False,,Southampton,yes,False,,,,,,,
550,1,1,male,17.0,0,2,110.8833,C,First,man,True,C,Cherbourg,yes,False,,,,,,,
551,0,2,male,27.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,,,,,,,
552,0,3,male,,0,0,7.8292,Q,Third,man,True,,Queenstown,no,True,,,,,,,
553,1,3,male,22.0,0,0,7.225,C,Third,man,True,,Cherbourg,yes,True,,,,,,,
554,1,3,female,22.0,0,0,7.775,S,Third,woman,False,,Southampton,yes,True,,,,,,,
555,0,1,male,62.0,0,0,26.55,S,First,man,True,,Southampton,no,True,,,,,,,
556,1,1,female,48.0,1,0,39.6,C,First,woman,False,A,Cherbourg,yes,False,,,,,,,
557,0,1,male,,0,0,227.525,C,First,man,True,,Cherbourg,no,True,,,,,,,
558,1,1,female,39.0,1,1,79.65,S,First,woman,False,E,Southampton,yes,False,,,,,,,
559,1,3,female,36.0,1,0,17.4,S,Third,woman,False,,Southampton,yes,False,,,,,,,
560,0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,,,,,,,
561,0,3,male,40.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,,,,,,,
562,0,2,male,28.0,0,0,13.5,S,Second,man,True,,Southampton,no,True,,,,,,,
563,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,,,,,,,
564,0,3,female,,0,0,8.05,S,Third,woman,False,,Southampton,no,True,,,,,,,
565,0,3,male,24.0,2,0,24.15,S,Third,man,True,,Southampton,no,False,,,,,,,
566,0,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,,,,,,,
567,0,3,female,29.0,0,4,21.075,S,Third,woman,False,,Southampton,no,False,,,,,,,
568,0,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,,,,,,,
569,1,3,male,32.0,0,0,7.8542,S,Third,man,True,,Southampton,yes,True,,,,,,,
570,1,2,male,62.0,0,0,10.5,S,Second,man,True,,Southampton,yes,True,,,,,,,
571,1,1,female,53.0,2,0,51.4792,S,First,woman,False,C,Southampton,yes,False,,,,,,,
572,1,1,male,36.0,0,0,26.3875,S,First,man,True,E,Southampton,yes,True,,,,,,,
573,1,3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,,,,,,,
574,0,3,male,16.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,,,,,,,
575,0,3,male,19.0,0,0,14.5,S,Third,man,True,,Southampton,no,True,,,,,,,
576,1,2,female,34.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,,,,,,,
577,1,1,female,39.0,1,0,55.9,S,First,woman,False,E,Southampton,yes,False,,,,,,,
578,0,3,female,,1,0,14.4583,C,Third,woman,False,,Cherbourg,no,False,,,,,,,
579,1,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,,,,,,,
580,1,2,female,25.0,1,1,30.0,S,Second,woman,False,,Southampton,yes,False,,,,,,,
581,1,1,female,39.0,1,1,110.8833,C,First,woman,False,C,Cherbourg,yes,False,,,,,,,
582,0,2,male,54.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,,,,,,,
583,0,1,male,36.0,0,0,40.125,C,First,man,True,A,Cherbourg,no,True,,,,,,,
584,0,3,male,,0,0,8.7125,C,Third,man,True,,Cherbourg,no,True,,,,,,,
585,1,1,female,18.0,0,2,79.65,S,First,woman,False,E,Southampton,yes,False,,,,,,,
586,0,2,male,47.0,0,0,15.0,S,Second,man,True,,Southampton,no,True,,,,,,,
587,1,1,male,60.0,1,1,79.2,C,First,man,True,B,Cherbourg,yes,False,,,,,,,
588,0,3,male,22.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,,,,,,,
589,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,,,,,,,
590,0,3,male,35.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,,,,,,,
591,1,1,female,52.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,,,,,,,
592,0,3,male,47.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,,,,,,,
593,0,3,female,,0,2,7.75,Q,Third,woman,False,,Queenstown,no,False,,,,,,,
594,0,2,male,37.0,1,0,26.0,S,Second,man,True,,Southampton,no,False,,,,,,,
595,0,3,male,36.0,1,1,24.15,S,Third,man,True,,Southampton,no,False,,,,,,,
596,1,2,female,,0,0,33.0,S,Second,woman,False,,Southampton,yes,True,,,,,,,
597,0,3,male,49.0,0,0,0.0,S,Third,man,True,,Southampton,no,True,,,,,,,
598,0,3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,,,,,,,
599,1,1,male,49.0,1,0,56.9292,C,First,man,True,A,Cherbourg,yes,False,,,,,,,
600,1,2,female,24.0,2,1,27.0,S,Second,woman,False,,Southampton,yes,False,,,,,,,
601,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,,,,,,,
602,0,1,male,,0,0,42.4,S,First,man,True,,Southampton,no,True,,,,,,,
603,0,3,male,44.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,,,,,,,
604,1,1,male,35.0,0,0,26.55,C,First,man,True,,Cherbourg,yes,True,,,,,,,
605,0,3,male,36.0,1,0,15.55,S,Third,man,True,,Southampton,no,False,,,,,,,
606,0,3,male,30.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,,,,,,,
607,1,1,male,27.0,0,0,30.5,S,First,man,True,,Southampton,yes,True,,,,,,,
608,1,2,female,22.0,1,2,41.5792,C,Second,woman,False,,Cherbourg,yes,False,,,,,,,
609,1,1,female,40.0,0,0,153.4625,S,First,woman,False,C,Southampton,yes,True,,,,,,,
610,0,3,female,39.0,1,5,31.275,S,Third,woman,False,,Southampton,no,False,,,,,,,
611,0,3,male,,0,0,7.05,S,Third,man,True,,Southampton,no,True,,,,,,,
612,1,3,female,,1,0,15.5,Q,Third,woman,False,,Queenstown,yes,False,,,,,,,
613,0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,,,,,,,
614,0,3,male,35.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,,,,,,,
615,1,2,female,24.0,1,2,65.0,S,Second,woman,False,,Southampton,yes,False,,,,,,,
616,0,3,male,34.0,1,1,14.4,S,Third,man,True,,Southampton,no,False,,,,,,,
617,0,3,female,26.0,1,0,16.1,S,Third,woman,False,,Southampton,no,False,,,,,,,
618,1,2,female,4.0,2,1,39.0,S,Second,child,False,F,Southampton,yes,False,,,,,,,
619,0,2,male,26.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,,,,,,,
620,0,3,male,27.0,1,0,14.4542,C,Third,man,True,,Cherbourg,no,False,,,,,,,
621,1,1,male,42.0,1,0,52.5542,S,First,man,True,D,Southampton,yes,False,,,,,,,
622,1,3,male,20.0,1,1,15.7417,C,Third,man,True,,Cherbourg,yes,False,,,,,,,
623,0,3,male,21.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,,,,,,,
624,0,3,male,21.0,0,0,16.1,S,Third,man,True,,Southampton,no,True,,,,,,,
625,0,1,male,61.0,0,0,32.3208,S,First,man,True,D,Southampton,no,True,,,,,,,
626,0,2,male,57.0,0,0,12.35,Q,Second,man,True,,Queenstown,no,True,,,,,,,
627,1,1,female,21.0,0,0,77.9583,S,First,woman,False,D,Southampton,yes,True,,,,,,,
628,0,3,male,26.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,,,,,,,
629,0,3,male,,0,0,7.7333,Q,Third,man,True,,Queenstown,no,True,,,,,,,
630,1,1,male,80.0,0,0,30.0,S,First,man,True,A,Southampton,yes,True,,,,,,,
631,0,3,male,51.0,0,0,7.0542,S,Third,man,True,,Southampton,no,True,,,,,,,
632,1,1,male,32.0,0,0,30.5,C,First,man,True,B,Cherbourg,yes,True,,,,,,,
633,0,1,male,,0,0,0.0,S,First,man,True,,Southampton,no,True,,,,,,,
634,0,3,female,9.0,3,2,27.9,S,Third,child,False,,Southampton,no,False,,,,,,,
635,1,2,female,28.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,,,,,,,
636,0,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,,,,,,,
637,0,2,male,31.0,1,1,26.25,S,Second,man,True,,Southampton,no,False,,,,,,,
638,0,3,female,41.0,0,5,39.6875,S,Third,woman,False,,Southampton,no,False,,,,,,,
639,0,3,male,,1,0,16.1,S,Third,man,True,,Southampton,no,False,,,,,,,
640,0,3,male,20.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,,,,,,,
641,1,1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True,,,,,,,
642,0,3,female,2.0,3,2,27.9,S,Third,child,False,,Southampton,no,False,,,,,,,
643,1,3,male,,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,,,,,,,
644,1,3,female,0.75,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,,,,,,,
645,1,1,male,48.0,1,0,76.7292,C,First,man,True,D,Cherbourg,yes,False,,,,,,,
646,0,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,,,,,,,
647,1,1,male,56.0,0,0,35.5,C,First,man,True,A,Cherbourg,yes,True,,,,,,,
648,0,3,male,,0,0,7.55,S,Third,man,True,,Southampton,no,True,,,,,,,
649,1,3,female,23.0,0,0,7.55,S,Third,woman,False,,Southampton,yes,True,,,,,,,
650,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,,,,,,,
651,1,2,female,18.0,0,1,23.0,S,Second,woman,False,,Southampton,yes,False,,,,,,,
652,0,3,male,21.0,0,0,8.4333,S,Third,man,True,,Southampton,no,True,,,,,,,
653,1,3,female,,0,0,7.8292,Q,Third,woman,False,,Queenstown,yes,True,,,,,,,
654,0,3,female,18.0,0,0,6.75,Q,Third,woman,False,,Queenstown,no,True,,,,,,,
655,0,2,male,24.0,2,0,73.5,S,Second,man,True,,Southampton,no,False,,,,,,,
656,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,,,,,,,
657,0,3,female,32.0,1,1,15.5,Q,Third,woman,False,,Queenstown,no,False,,,,,,,
658,0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,,,,,,,
659,0,1,male,58.0,0,2,113.275,C,First,man,True,D,Cherbourg,no,False,,,,,,,
660,1,1,male,50.0,2,0,133.65,S,First,man,True,,Southampton,yes,False,,,,,,,
661,0,3,male,40.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,,,,,,,
662,0,1,male,47.0,0,0,25.5875,S,First,man,True,E,Southampton,no,True,,,,,,,
663,0,3,male,36.0,0,0,7.4958,S,Third,man,True,,Southampton,no,True,,,,,,,
664,1,3,male,20.0,1,0,7.925,S,Third,man,True,,Southampton,yes,False,,,,,,,
665,0,2,male,32.0,2,0,73.5,S,Second,man,True,,Southampton,no,False,,,,,,,
666,0,2,male,25.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,,,,,,,
667,0,3,male,,0,0,7.775,S,Third,man,True,,Southampton,no,True,,,,,,,
668,0,3,male,43.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,,,,,,,
669,1,1,female,,1,0,52.0,S,First,woman,False,C,Southampton,yes,False,,,,,,,
670,1,2,female,40.0,1,1,39.0,S,Second,woman,False,,Southampton,yes,False,,,,,,,
671,0,1,male,31.0,1,0,52.0,S,First,man,True,B,Southampton,no,False,,,,,,,
672,0,2,male,70.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,,,,,,,
673,1,2,male,31.0,0,0,13.0,S,Second,man,True,,Southampton,yes,True,,,,,,,
674,0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,,,,,,,
675,0,3,male,18.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,,,,,,,
676,0,3,male,24.5,0,0,8.05,S,Third,man,True,,Southampton,no,True,,,,,,,
677,1,3,female,18.0,0,0,9.8417,S,Third,woman,False,,Southampton,yes,True,,,,,,,
678,0,3,female,43.0,1,6,46.9,S,Third,woman,False,,Southampton,no,False,,,,,,,
679,1,1,male,36.0,0,1,512.3292,C,First,man,True,B,Cherbourg,yes,False,,,,,,,
680,0,3,female,,0,0,8.1375,Q,Third,woman,False,,Queenstown,no,True,,,,,,,
681,1,1,male,27.0,0,0,76.7292,C,First,man,True,D,Cherbourg,yes,True,,,,,,,
682,0,3,male,20.0,0,0,9.225,S,Third,man,True,,Southampton,no,True,,,,,,,
683,0,3,male,14.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,,,,,,,
684,0,2,male,60.0,1,1,39.0,S,Second,man,True,,Southampton,no,False,,,,,,,
685,0,2,male,25.0,1,2,41.5792,C,Second,man,True,,Cherbourg,no,False,,,,,,,
686,0,3,male,14.0,4,1,39.6875,S,Third,child,False,,Southampton,no,False,,,,,,,
687,0,3,male,19.0,0,0,10.1708,S,Third,man,True,,Southampton,no,True,,,,,,,
688,0,3,male,18.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,,,,,,,
689,1,1,female,15.0,0,1,211.3375,S,First,child,False,B,Southampton,yes,False,,,,,,,
690,1,1,male,31.0,1,0,57.0,S,First,man,True,B,Southampton,yes,False,,,,,,,
691,1,3,female,4.0,0,1,13.4167,C,Third,child,False,,Cherbourg,yes,False,,,,,,,
692,1,3,male,,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,,,,,,,
693,0,3,male,25.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,,,,,,,
694,0,1,male,60.0,0,0,26.55,S,First,man,True,,Southampton,no,True,,,,,,,
695,0,2,male,52.0,0,0,13.5,S,Second,man,True,,Southampton,no,True,,,,,,,
696,0,3,male,44.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,,,,,,,
697,1,3,female,,0,0,7.7333,Q,Third,woman,False,,Queenstown,yes,True,,,,,,,
698,0,1,male,49.0,1,1,110.8833,C,First,man,True,C,Cherbourg,no,False,,,,,,,
699,0,3,male,42.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True,,,,,,,
700,1,1,female,18.0,1,0,227.525,C,First,woman,False,C,Cherbourg,yes,False,,,,,,,
701,1,1,male,35.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,,,,,,,
702,0,3,female,18.0,0,1,14.4542,C,Third,woman,False,,Cherbourg,no,False,,,,,,,
703,0,3,male,25.0,0,0,7.7417,Q,Third,man,True,,Queenstown,no,True,,,,,,,
704,0,3,male,26.0,1,0,7.8542,S,Third,man,True,,Southampton,no,False,,,,,,,
705,0,2,male,39.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,,,,,,,
706,1,2,female,45.0,0,0,13.5,S,Second,woman,False,,Southampton,yes,True,,,,,,,
707,1,1,male,42.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,,,,,,,
708,1,1,female,22.0,0,0,151.55,S,First,woman,False,,Southampton,yes,True,,,,,,,
709,1,3,male,,1,1,15.2458,C,Third,man,True,,Cherbourg,yes,False,,,,,,,
710,1,1,female,24.0,0,0,49.5042,C,First,woman,False,C,Cherbourg,yes,True,,,,,,,
711,0,1,male,,0,0,26.55,S,First,man,True,C,Southampton,no,True,,,,,,,
712,1,1,male,48.0,1,0,52.0,S,First,man,True,C,Southampton,yes,False,,,,,,,
713,0,3,male,29.0,0,0,9.4833,S,Third,man,True,,Southampton,no,True,,,,,,,
714,0,2,male,52.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,,,,,,,
715,0,3,male,19.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True,,,,,,,
716,1,1,female,38.0,0,0,227.525,C,First,woman,False,C,Cherbourg,yes,True,,,,,,,
717,1,2,female,27.0,0,0,10.5,S,Second,woman,False,E,Southampton,yes,True,,,,,,,
718,0,3,male,,0,0,15.5,Q,Third,man,True,,Queenstown,no,True,,,,,,,
719,0,3,male,33.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,,,,,,,
720,1,2,female,6.0,0,1,33.0,S,Second,child,False,,Southampton,yes,False,,,,,,,
721,0,3,male,17.0,1,0,7.0542,S,Third,man,True,,Southampton,no,False,,,,,,,
722,0,2,male,34.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,,,,,,,
723,0,2,male,50.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,,,,,,,
724,1,1,male,27.0,1,0,53.1,S,First,man,True,E,Southampton,yes,False,,,,,,,
725,0,3,male,20.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,,,,,,,
726,1,2,female,30.0,3,0,21.0,S,Second,woman,False,,Southampton,yes,False,,,,,,,
727,1,3,female,,0,0,7.7375,Q,Third,woman,False,,Queenstown,yes,True,,,,,,,
728,0,2,male,25.0,1,0,26.0,S,Second,man,True,,Southampton,no,False,,,,,,,
729,0,3,female,25.0,1,0,7.925,S,Third,woman,False,,Southampton,no,False,,,,,,,
730,1,1,female,29.0,0,0,211.3375,S,First,woman,False,B,Southampton,yes,True,,,,,,,
731,0,3,male,11.0,0,0,18.7875,C,Third,child,False,,Cherbourg,no,True,,,,,,,
732,0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,,,,,,,
733,0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,,,,,,,
734,0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,,,,,,,
735,0,3,male,28.5,0,0,16.1,S,Third,man,True,,Southampton,no,True,,,,,,,
736,0,3,female,48.0,1,3,34.375,S,Third,woman,False,,Southampton,no,False,,,,,,,
737,1,1,male,35.0,0,0,512.3292,C,First,man,True,B,Cherbourg,yes,True,,,,,,,
738,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,,,,,,,
739,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,,,,,,,
740,1,1,male,,0,0,30.0,S,First,man,True,D,Southampton,yes,True,,,,,,,
741,0,1,male,36.0,1,0,78.85,S,First,man,True,C,Southampton,no,False,,,,,,,
742,1,1,female,21.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False,,,,,,,
743,0,3,male,24.0,1,0,16.1,S,Third,man,True,,Southampton,no,False,,,,,,,
744,1,3,male,31.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,,,,,,,
745,0,1,male,70.0,1,1,71.0,S,First,man,True,B,Southampton,no,False,,,,,,,
746,0,3,male,16.0,1,1,20.25,S,Third,man,True,,Southampton,no,False,,,,,,,
747,1,2,female,30.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,,,,,,,
748,0,1,male,19.0,1,0,53.1,S,First,man,True,D,Southampton,no,False,,,,,,,
749,0,3,male,31.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,,,,,,,
750,1,2,female,4.0,1,1,23.0,S,Second,child,False,,Southampton,yes,False,,,,,,,
751,1,3,male,6.0,0,1,12.475,S,Third,child,False,E,Southampton,yes,False,,,,,,,
752,0,3,male,33.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,,,,,,,
753,0,3,male,23.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,,,,,,,
754,1,2,female,48.0,1,2,65.0,S,Second,woman,False,,Southampton,yes,False,,,,,,,
755,1,2,male,0.67,1,1,14.5,S,Second,child,False,,Southampton,yes,False,,,,,,,
756,0,3,male,28.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,,,,,,,
757,0,2,male,18.0,0,0,11.5,S,Second,man,True,,Southampton,no,True,,,,,,,
758,0,3,male,34.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,,,,,,,
759,1,1,female,33.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,,,,,,,
760,0,3,male,,0,0,14.5,S,Third,man,True,,Southampton,no,True,,,,,,,
761,0,3,male,41.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,,,,,,,
762,1,3,male,20.0,0,0,7.2292,C,Third,man,True,,Cherbourg,yes,True,,,,,,,
763,1,1,female,36.0,1,2,120.0,S,First,woman,False,B,Southampton,yes,False,,,,,,,
764,0,3,male,16.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,,,,,,,
765,1,1,female,51.0,1,0,77.9583,S,First,woman,False,D,Southampton,yes,False,,,,,,,
766,0,1,male,,0,0,39.6,C,First,man,True,,Cherbourg,no,True,,,,,,,
767,0,3,female,30.5,0,0,7.75,Q,Third,woman,False,,Queenstown,no,True,,,,,,,
768,0,3,male,,1,0,24.15,Q,Third,man,True,,Queenstown,no,False,,,,,,,
769,0,3,male,32.0,0,0,8.3625,S,Third,man,True,,Southampton,no,True,,,,,,,
770,0,3,male,24.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,,,,,,,
771,0,3,male,48.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,,,,,,,
772,0,2,female,57.0,0,0,10.5,S,Second,woman,False,E,Southampton,no,True,,,,,,,
773,0,3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,,,,,,,
774,1,2,female,54.0,1,3,23.0,S,Second,woman,False,,Southampton,yes,False,,,,,,,
775,0,3,male,18.0,0,0,7.75,S,Third,man,True,,Southampton,no,True,,,,,,,
776,0,3,male,,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True,,,,,,,
777,1,3,female,5.0,0,0,12.475,S,Third,child,False,,Southampton,yes,True,,,,,,,
778,0,3,male,,0,0,7.7375,Q,Third,man,True,,Queenstown,no,True,,,,,,,
779,1,1,female,43.0,0,1,211.3375,S,First,woman,False,B,Southampton,yes,False,,,,,,,
780,1,3,female,13.0,0,0,7.2292,C,Third,child,False,,Cherbourg,yes,True,,,,,,,
781,1,1,female,17.0,1,0,57.0,S,First,woman,False,B,Southampton,yes,False,,,,,,,
782,0,1,male,29.0,0,0,30.0,S,First,man,True,D,Southampton,no,True,,,,,,,
783,0,3,male,,1,2,23.45,S,Third,man,True,,Southampton,no,False,,,,,,,
